det,slope,offset
1,1.0550866395532164,1.0932752134958719
2,0.9374186724322782,1.342198509803893
3,1.1456369613926258,0.7784673503351769
6,0.9894690827053647,0.10191825782703745
7,0.8656391045024635,-1.9866536762340274
9,0.9114584515458791,1.234174866159492
10,1.0209788417406462,2.31495602437667
11,0.9185653578613934,0.8373436735721498
13,1.4369811515393451,1.9735640144360787
15,1.0233013787759395,1.194854139216659
17,1.0140740340373344,0.5746288504985841
18,0.9681088702862961,1.4904970537395457
19,0.919304687845308,0.5143275451125646
20,1.0204870147113492,1.69712942800993
25,1.0438838266887407,1.8209987629375064
26,0.9319450681044226,0.7216521963746345
